Group,ID,BarCode,Type,Brand,Line,Unnamed: 6,New arrivals,QTY,EUR,BGN,Best Price,Unnamed: 12,Our Price,Image 1,Image 2,Image 3,Image 4,Image 5,Video,1. Captivating Headline or Tagline,2. Sensory Introduction (1–2 sentences),3. Key Features or Ingredients (Bullet Points or Icons),4. How to Use (Optional but useful),5. Emotional or Lifestyle Hook,6. Tech Specs or Product Facts,FAQ,7. SEO Keywords (Behind-the-scenes),✅ Tips for Beauty Product Pages
Парфюми ,40592,8054320903185.0,Deco,Xerjoff,Xerjoff Oud Java Blossom (U) Parfume Attar Oil 15ml,,,4,€139.00,lev271.86,lev383.30,,364.14,,,,,,,,,,,,,,,
Парфюми ,39781,8054320903307.0,Tester,Xerjoff,Xerjoff Elle Anniversary Parfum 50ml Tester,,,3,€140.00,lev273.81,lev394.71,,374.97,,,,,,,,,,,,,,,
Парфюми ,41608,3701415900066.0,CLN,Initio,Initio High Frequency (U) EDP 90ml,,,9,€142.00,lev277.72,lev421.70,,400.62,,,,,,,,,,,,,,,
Парфюми ,41609,3701415901407.0,Deco,Initio,Initio High Frequency (U) EDP 90ml,,,22,€142.00,lev277.72,lev460.00,,437.00,,,,,,,,,,,,,,,
Парфюми ,41605,3701415901322.0,Deco,Initio,Initio Mystic Experience (U) EDP 90ml,,,18,€142.00,lev277.72,lev457.00,,434.15,,,,,,,,,,,,,,,
Парфюми ,41611,3701415901414.0,Deco,Initio,Initio Psychedelic Love (U) EDP 90ml,,,7,€142.00,lev277.72,lev411.30,,390.74,,,,,,,,,,,,,,,
Парфюми ,41633,3700578504555.0,CLN,Parfums de Marly Paris,Parfums de Marly Palatine (L) EDP 75ml,,,5,€144.00,lev281.64,lev439.10,,417.15,,,,,,,,,,,,,,,
Парфюми ,41616,3701415901452.0,CLN,Initio,Initio Rehab (U) Extrait De Parfum 90ml,,,7,€145.00,lev283.59,lev419.90,,398.91,,,,,,,,,,,,,,,
Парфюми ,38132,690251056231.0,Clean EU,Jo Malone,Jo Malone Gardenia & Oud Cologne 100ml,,,18,€145.00,lev283.59,lev459.00,,436.05,,,,,,,,,,,,,,,
Парфюми ,38130,690251056217.0,Clean EU,Jo Malone,Jo Malone Rose & White Musk Cologne 100ml,,,22,€145.00,lev283.59,lev493.56,,468.88,,,,,,,,,,,,,,,
Парфюми ,38131,690251056224.0,Clean EU,Jo Malone,Jo Malone Violet & Amber Cologne 100ml,,,19,€145.00,lev283.59,lev440.00,,418.00,,,,,,,,,,,,,,,
Парфюми ,40104,3700135003613.0,Clean EU,Frederic Malle,Frederic Malle Carnal Flower (U) EDP 100ml,,,72,€149.00,lev291.41,lev470.00,,446.50,,,,,,,,,,,,,,,
Парфюми ,40318,8033488153045.0,Tester,Xerjoff,Xerjoff Shooting Stars Red Hoba (U) Parfum 100ml Tester,,,2,€149.00,lev291.41,lev459.00,,436.05,,,,,,,,,,,,,,,
Парфюми ,40345,8033488155476.0,Deco,Xerjoff,Xerjoff XXY (U) Parfum 50ml,,,26,€149.00,lev291.41,lev446.35,,424.03,,,,,,,,,,,,,,,
Парфюми ,40119,3700135002401.0,Clean EU,Frederic Malle,Frederic Malle Vetiver Extraordinaire (M) EDP 100ml,,,4,€154.00,lev301.19,lev470.00,,446.50,,,,,,,,,,,,,,,
Парфюми ,40123,3700135002999.0,Clean EU,Frederic Malle,Frederic Malle Musc Revageur (U) EDP 100ml,,,12,€155.00,lev303.15,lev450.00,,427.50,,,,,,,,,,,,,,,
Парфюми ,40352,8033488155537.0,Deco,Xerjoff,Xerjoff Damarose (L) Parfum 50ml,,,20,€155.00,lev303.15,lev440.00,,418.00,,,,,,,,,,,,,,,
Парфюми ,40342,8033488155452.0,Deco,Xerjoff,Xerjoff Homme (M) Parfum 50ml,,,13,€155.00,lev303.15,lev773.00,,545.67,,,,,,,,,,,,,,,
Парфюми ,37333,8033488155056.0,Tester,Xerjoff,Xerjoff Oud Stars Alexandria II (U) Parfum 100ml Tester,,New_,2,€155.00,lev303.15,lev671.20,,545.67,,,,,,,,,,,,,,,
Парфюми ,39438,8054320900252.0,Deco,Xerjoff,Xerjoff Symphonium (U) Parfum 50ml,,,5,€155.00,lev303.15,lev465.90,,442.61,,,,,,,,,,,,,,,
Парфюми ,41600,3701415901377.0,Deco,Initio,Initio Black Gold Oud For Greatness (U) EDP 90ml,,,56,€158.00,lev309.02,lev400.00,,401.72 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,25974,3508441001022.0,CLN,Creed,Creed Green Irish Tweed (M) EDP 100ml,,,5,€159.00,lev310.97,lev159.00,,404.26 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,25975,3508441001053.0,CLN,Creed,Creed Sier Mountain Water (U) EDT 100ml,,,9,€159.00,lev310.97,lev451.00,,428.45,,,,,,,,,,,,,,,
Парфюми ,40338,8033488155438.0,Deco,Xerjoff,Xerjoff Elle (L) Parfum 50ml,,,3,€165.00,lev322.71,lev556.00,,528.20,,,,,,,,,,,,,,,
Парфюми ,40112,3700135003194.0,Clean EU,Frederic Malle,Frederic Malle Iris Poudre (U) EDP 100ml,,,6,€168.00,lev328.57,lev445.00,,427.15,,,,,,,,,,,,,,,
Парфюми ,40319,8033488151980.0,Deco,Xerjoff,Xerjoff Shooting Stars Blue Hope (U) Parfum 100ml,,,26,€169.00,lev330.53,lev473.10,,449.45,,,,,,,,,,,,,,,
Парфюми ,39449,8054320902447.0,Deco,Xerjoff,Xerjoff Tony Iommi Monkey Special (U) EDP 100ml,,New_,6,€169.00,lev330.53,lev473.10,,449.45,,,,,,,,,,,,,,,
Парфюми ,40702,3700550222699.0,Clean EU,Kilian,Kilian A Kiss From A Rose (L) EDP 50ml,,,12,€170.00,lev332.49,lev536.00,,509.20,,,,,,,,,,,,,,,
Парфюми ,31475,3700550218746.0,Clean EU,Kilian,Kilian Good Girl Gone Bad (L) Set EDP 50ml Refillable + Clutch,,,68,€171.00,lev334.44,lev449.99,,434.77,,,,,,,,,,,,,,,
Парфюми ,40317,8033488151973.0,Deco,Xerjoff,Xerjoff Shooting Stars Red Hoba (U) Parfum 100ml,,,12,€185.00,lev361.82,lev459.00,,470.37 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40340,8033488155575.0,Tester,Xerjoff,Xerjoff Elle (L) Parfum 100ml Tester,,,9,€190.00,lev371.60,lev687.65,,653.27,,,,,,,,,,,,,,,
Парфюми ,41599,3700135021914.0,CLN,Frederic Malle,Frederic Malle Portrait Of A Lady (L) EDP 100ml,,,12,€192.00,lev375.51,-,,No data,,,,,,,,,,,,,,,
Парфюми ,40354,8033488155568.0,Tester,Xerjoff,Xerjoff Damarose (L) Parfum 100ml Tester,,,8,€193.00,lev377.47,lev645.90,,613.61,,,,,,,,,,,,,,,
Парфюми ,42036,652638007557.0,Tester,Clive Christian,Clive Christian Original Collection - No 1 Masculine EDP 50ml Tester,,,11,€195.00,lev381.38,lev720.00,,684.00,,,,,,,,,,,,,,,
Парфюми ,39430,8033488157234.0,Deco,Xerjoff,Xerjoff Oud Stars Ceylon Parfum 50ml,,,2,€195.00,lev381.38,lev638.10,,606.20,,,,,,,,,,,,,,,
Парфюми ,33118,8033488154967.0,Deco,Xerjoff,Xerjoff Oud Stars Alexandria II (U) Parfum 100ml,,New_,12,€198.00,lev387.25,lev671.20,,637.64,,,,,,,,,,,,,,,
Парфюми ,39901,888874007925.0,Clean EU,Bond No. 9,Bond No. 9 Chelsea Nights Limited Edition (U) EDP 100ml,,,54,€199.00,lev389.20,lev427.00,,505.97 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40350,8033488155599.0,Tester,Xerjoff,Xerjoff Irisss (L) Parfum 100ml Tester,,,2,€199.00,lev389.20,lev682.20,,648.09,,,,,,,,,,,,,,,
Парфюми ,40704,3700550235767.0,Clean EU,Kilian,Kilian Good Girl Gone Bad (L) EDP 100ml,,,1,€202.00,lev395.07,lev701.62,,666.54,,,,,,,,,,,,,,,
Парфюми ,41249,3508440001320.0,Tester,Creed,Creed Centaurus (L) EDP 100ml Tester,,,3,€205.00,lev400.94,lev616.10,,585.30,,,,,,,,,,,,,,,
Парфюми ,39469,8033488155636.0,Tester,Xerjoff,Xerjoff Symphonium (U) Parfum 100ml Tester,,,2,€209.00,lev408.76,lev627.10,,595.75,,,,,,,,,,,,,,,
Парфюми ,40347,8033488155612.0,Tester,Xerjoff,Xerjoff XXY (U) Parfum 100ml Tester,,,6,€229.00,lev447.88,"lev1,174.00",,806.18,,,,,,,,,,,,,,,
Парфюми ,40343,8033488155445.0,Deco,Xerjoff,Xerjoff Homme (M) Parfum 100ml,,,4,€235.00,lev459.61,lev784.40,,745.18,,,,,,,,,,,,,,,
Парфюми ,40349,8033488155483.0,Deco,Xerjoff,Xerjoff Irisss (L) Parfum 100ml,,,19,€239.00,lev467.44,lev682.20,,648.09,,,,,,,,,,,,,,,
Парфюми ,40339,8033488155421.0,Deco,Xerjoff,Xerjoff Elle (L) Parfum 100ml,,,7,€245.00,lev479.17,lev648.30,,622.92,,,,,,,,,,,,,,,
Парфюми ,40332,8054320902348.0,Deco,Xerjoff,Xerjoff Oud Stars Alexandria II Anniversary (U) Parfum 100ml,,,6,€245.00,lev479.17,lev632.00,,622.92,,,,,,,,,,,,,,,
Парфюми ,40357,8033488156404.0,Deco,Xerjoff,Xerjoff Purple Accento Swarovski (U) EDP 100ml,,,74,€245.00,lev479.17,lev859.99,,816.99,https://tse4.mm.bing.net/th?id=OIP.hiyrjF_M4hluO_YQbL2y9wHaEA&r=0&w=256&h=256&c=7,https://tse3.mm.bing.net/th?id=OIP.1CNeHRrY4qNoLbmnu8dC8wHaHa&r=0&w=474&h=474&c=7,https://tse4.mm.bing.net/th?id=OIP.mh-7YQISkaS_f-QCpfqjtQHaP2&r=0&w=474&h=474&c=7,https://tse2.mm.bing.net/th?id=OIP.cNlb3RNAjvhJwpeqEp8nmgHaHa&r=0&w=474&h=474&c=7,,https://youtu.be/k170YePrDIo,Сияйна лилава впечатляваща тайнственост,"Първото впръскване носи свежестта на ананас и нежния хиацинт, последвано от дълбоко цветно сърце и топла, ориенталска база.","🍍 Ноти на ананас, мандарина и хиацинт

🌸 Богато цветно сърце: жасмин, логънбери, ирис, розов пипер

🌙 Топли базови акорди: амбра, сандалово дърво, ванилия, мускус, уд

💎 Уникален флакон с кристали и велур – за ценители

⏳ Издръжливост: 10–14 ч. с добра проекция","Напръскайте в облак над врата и отдолу се прекарайте през него – дълготрайност + сияние

За по-богато усещане — напръскайте по пулсовите точки: китки, шия, под ушите","Идеален за уверени хора, които искат да изпъкнат – вечерно излъчване с лек привкус на мистерия и лукс.","Обем: 100 мл Eau de Parfum

Произход: Италия

Лансиран 2021, част от лимитираната Vibe/V серия",,"дълготраен унисекс парфюм, луксозен цветно-ориентален аромат, флакон с кристали, италиански ниш парфюм",
